id,type,title,path,source,modified,summary
scripts-lib-scene_index.test,script,scene_index.test,scripts/lib/scene_index.test.mjs,script,2026-09-03T09:33:06,"import { describe, expect, it } from 'vitest'; import { mkdtemp, mkdir, readFile, writeFile } from 'node:fs/promises'; import { tmpdir } from 'node:os'; import { join } from 'node:path';"
scripts-narrative_cross_graph_endpoint_report,script,narrative_cross_graph_endpoint_report,scripts/narrative_cross_graph_endpoint_report.py,script,2026-08-19T00:57:36,from __future__ import annotations
scripts-package,script,package,scripts/package.mjs,script,2026-09-25T01:36:23,/**
scripts-pull-all,script,Pull git and DVC resources.,scripts/pull-all.sh,script,2026-08-19T00:57:36,set -euo pipefail
scripts-push-all,script,Push DVC resources and git commits.,scripts/push-all.sh,script,2026-08-19T00:57:36,set -euo pipefail
scripts-py,script,"跨平台 python 入口:优先项目 venv,其次能真实执行的 python3/python。",scripts/py.sh,script,2026-08-19T00:57:36,"ROOT=""${CLAUDE_PROJECT_DIR:-$(cd ""$(dirname ""$0"")/.."" && pwd)}"" for CAND in ""$ROOT/.tools/venv/Scripts/python.exe"" ""$ROOT/.tools/venv/bin/python""; do if [ -x ""$CAND"" ]; then exec ""$CAND"" ""$@"" fi done for CAND in python3 python; do if command -v ""$CAND"" >/dev/null 2>&1 && ""$CAND"" -c """" >/dev/null 2>&1; then"
scripts-pytool,script,pytool,scripts/pytool.cjs,script,2026-08-28T02:44:46,"// Resolve the project Python interpreter and run a tools.<module> entry. const path = require(""path""); const fs = require(""fs""); const { spawnSync } = require(""child_process"");"
scripts-release,script,release,scripts/release.mjs,script,2026-09-25T01:36:42,/**
scripts-scene_sweep,script,scene_sweep,scripts/scene_sweep.mjs,script,2026-09-08T02:50:08,/**
scripts-sync-dvc-cache,script,sync-dvc-cache,scripts/sync-dvc-cache.py,script,2026-09-08T03:03:04,from __future__ import annotations
scripts-test_oss_bootstrap_contract,script,test_oss_bootstrap_contract,scripts/test_oss_bootstrap_contract.py,script,2026-08-19T00:57:36,""""""" Contract tests for OSS bootstrap / sync-dvc-cache behavior without real RAM keys."
scripts-verify_build,script,verify_build,scripts/verify_build.mjs,script,2026-09-08T02:50:08,/**
tools-chronicle_sim_v2-scripts-__init__,script,scripts 包：MCP stdio 入口等,tools/chronicle_sim_v2/scripts/__init__.py,tool_doc,2026-08-19T00:57:37,
tools-chronicle_sim_v2-scripts-analyze_npc_context_run,script,analyze_npc_context_run,tools/chronicle_sim_v2/scripts/analyze_npc_context_run.py,tool_doc,2026-08-19T00:57:37,"""""""检查 Run 前两周 NPC 上下文产物是否齐全（可观察、公开摘要、信念、意图结果）。"
tools-chronicle_sim_v2-scripts-bootstrap_demo_full_seed_and_sim,script,bootstrap_demo_full_seed_and_sim,tools/chronicle_sim_v2/scripts/bootstrap_demo_full_seed_and_sim.py,tool_doc,2026-08-19T00:57:37,"""""""写入范例种子（S×5、A×10、B/C×20）并顺序模拟至第 N 周（默认 8，触发第 4、8 周两次月史）。"
tools-chronicle_sim_v2-scripts-chroma_mcp_stdio,script,chroma_mcp_stdio,tools/chronicle_sim_v2/scripts/chroma_mcp_stdio.py,tool_doc,2026-08-19T00:57:37,"""""""Chroma 语义检索的 MCP stdio 服务（由 Cline 通过 cline_mcp_settings.json 启动）。"
tools-chronicle_sim_v2-scripts-probe_manual_exercise,script,probe_manual_exercise,tools/chronicle_sim_v2/scripts/probe_manual_exercise.py,tool_doc,2026-08-19T00:57:37,"""""""对手动烟测：连续跑几条探针请求。用法见文件末尾。"""""" from __future__ import annotations"
tools-chronicle_sim_v2-scripts-run_initializer_once,script,run_initializer_once,tools/chronicle_sim_v2/scripts/run_initializer_once.py,tool_doc,2026-08-19T00:57:37,"""""""与 GUI「从设定库生成种子」同一路径：聚合 ideas → build_initializer_pa → run_initializer。"
tools-chronicle_sim_v2-scripts-run_probe_smoke_once,script,run_probe_smoke_once,tools/chronicle_sim_v2/scripts/run_probe_smoke_once.py,tool_doc,2026-08-19T00:57:37,"""""""一次性探针烟测：需设置 PYTHONPATH 指向 GameDraft 根目录。示例： set PYTHONPATH=F:\\GameDraft && F:\\GameDraft\\.tools\\Python311\\python.exe tools\\chronicle_sim_v2\\scripts\\run_probe_smoke_once.py F:\\GameDraft\\tools\\chronicle_sim_v2\\runs\\2c163634562e """""" from __future__ import annotations"
tools-chronicle_sim_v2-scripts-run_rumor_spread_standalone,script,run_rumor_spread_standalone,tools/chronicle_sim_v2/scripts/run_rumor_spread_standalone.py,tool_doc,2026-08-19T00:57:37,"""""""单独跑谣言传播阶段，校验图传播与「走样」抽样（默认 stub，不耗真实 API）。"
tools-chronicle_sim_v2-scripts-run_rumor_week_stats,script,run_rumor_week_stats,tools/chronicle_sim_v2/scripts/run_rumor_week_stats.py,tool_doc,2026-08-19T00:57:37,"""""""对已有 Run 的某一周：只跑谣言传播并输出统计。"
tools-chronicle_sim_v2-scripts-run_simulation_once,script,run_simulation_once,tools/chronicle_sim_v2/scripts/run_simulation_once.py,tool_doc,2026-08-19T00:57:37,"""""""与 GUI「模拟」标签同一路径：按周调用 ``simulation_pipeline.run_week_async``。"
tools-chronicle_sim_v3-scripts-bootstrap_v2_demo_seed_to_v3,script,bootstrap_v2_demo_seed_to_v3,tools/chronicle_sim_v3/scripts/bootstrap_v2_demo_seed_to_v3.py,tool_doc,2026-08-19T00:57:37,"""""""把 v2 demo seed 转成 v3 run，并可选直接跑 week/range。"
tools-editor-tests-test_lighting_sync_status,script,这条为什么值一个测试文件,tools/editor/tests/test_lighting_sync_status.py,tool_doc,2026-08-22T09:20:15,"""""""光照同步的**状态行**必须能一眼看穿死活。"
tools-json_lang-vscode-ext-install,script,把本扩展目录符号链接进 VS Code / Cursor 的用户扩展目录(唯一的手动安装步骤)。,tools/json_lang/vscode-ext/install.sh,tool_doc,2026-08-19T00:57:37,"set -e SRC=""$(cd ""$(dirname ""$0"")"" && pwd)"" NAME=""gamedraft.json-lang-0.1.0"" installed=0 for DIR in ""$HOME/.vscode/extensions"" ""$HOME/.cursor/extensions""; do if [ -d ""$DIR"" ]; then LINK=""$DIR/$NAME"" [ -L ""$LINK"" ] && rm ""$LINK"" if [ -e ""$LINK"" ]; then echo ""跳过 $LINK(已存在且不是符号链接,请手动处理)"""
claude-skill.agent-docs-cli,skill,agent-docs-cli(薄壳),.claude/skills/agent-docs-cli/SKILL.md,cursor_skill,2026-08-19T00:57:36,"name: agent-docs-cli description: >- agent_docs 公共知识库治理台 CLI 的统一入口。凡遇治理类业务——治理 agent 文档/一键治理/ 更新知识库/建库/蒸馏记忆/govern agent docs/收编方法论/炼化经验/这个坑入库/记到库里/ intake——先跑 sh scripts/py.sh agent_docs/_meta/cli.py,从中现场发现并取用权威流程文件照做。 本壳不含任何流程内容。"
claude-skill.kill-gamedraft-residue,skill,杀 GameDraft 运行时 / 编辑器 / 工作台残留,.claude/skills/kill-gamedraft-residue/SKILL.md,cursor_skill,2026-09-17T01:13:02,name: kill-gamedraft-residue description: 杀掉本项目(GameDraft)的游戏运行时与编辑器/工作台残留进程——vite dev server、游戏预览窗、打包版 gamedraft.exe、tools.* 编辑器/工作台/控制台/手册站/烘焙子任务。触发词：杀残留、清进程、关掉游戏和编辑器、kill residue、清理 dev server、端口被占、把游戏运行时和编辑器都关了。
claude-skill.mainline-story-progress,skill,主线故事进度 · 核对与更新,.claude/skills/mainline-story-progress/SKILL.md,cursor_skill,2026-09-15T01:49:46,"name: mainline-story-progress description: >- 主线故事进度文档（FindingDogStory/故事设计/主线故事进度.md）的核对与更新流程。制作人说""更新主线故事进度"" ""核对落地进度，更新这个文件""""把新落地的主线写进进度文档""""进度文档该补了""""主线故事进度.md 对一下""时使用： 按主图 flow_xungou_main 的状态顺序，从游戏里实际接了线的对话图 / 过场 / 叙事状态机 / 场景追出已落地的拍， 核对既有段落有没有被数据推翻，再用制作人的川话梗概体续写新落地的部分，既有段落一字不动。"
claude-skill.scene-depth-collision-from-art,skill,从原画做碰撞 + 深度(固定流程),.claude/skills/scene-depth-collision-from-art/SKILL.md,cursor_skill,2026-09-25T09:13:24,"name: scene-depth-collision-from-art description: 从一张场景原画一次做出碰撞 + 深度(连同所有跟着深度走的光照 / 草木 / 夜景载荷)的固定流程——碰撞第一轮只看画 → 用圈好的路标定深度(峭壁 / 街巷这类""路以外都是竖墙""的画用立面约束标定)→ 深度体检过了之后用游戏真实深度遮挡做碰撞第二轮 → 独立复查 → 真机验。触发词:给新场景做碰撞和深度、从原画建场景几何、深度塌了 / 深度是平的、深度不对重做、峭壁栈道深度、火把 / 落雷在这张图上不对且查到是深度、重做深度、scene depth and collision。只修碰撞、深度没问题 → 用 scene-collis..."
claude-skill.提交项目,skill,提交项目(全量提交 + DVC 彻底同步 + 推送),.claude/skills/提交项目/SKILL.md,cursor_skill,2026-09-25T00:30:52,name: 提交项目 description: 一键把 GameDraft 主工作树的全部改动提交并推送——认基线 → 刷新全部 DVC 指针(dvc add)→ git add -A 提交(含 .dvc)→ tools.dev push 把 DVC 对象传上 OSS 并 git push → 复核远端零缺口。触发词：提交项目、提交所有东西、全部提交并推送、提交并同步 dvc、一键提交、commit all and push。与 Cursor 侧 commit-push-gamedraft(选择性提交)不同，本技能是全量。
claude-skill.add-game-action,skill,添加游戏 Action（项目约定）,.cursor/skills/add-game-action/SKILL.md,cursor_skill,2026-09-23T11:32:11,"name: add-game-action description: Registers a new ActionExecutor action in GameDraft with editor support and validation. Use when the user asks to add an action, command, 新动作, 新 Action, 指令, 添加命令, ActionRegistry, or extend hotspot/quest/encounter actions. Covers ActionRegistry.ts, action_editor.py, optional Game deps,..."
cursor-skill.add-game-action,skill,添加游戏 Action（项目约定）,.cursor/skills/add-game-action/SKILL.md,cursor_skill,2026-09-23T11:32:11,"name: add-game-action description: Registers a new ActionExecutor action in GameDraft with editor support and validation. Use when the user asks to add an action, command, 新动作, 新 Action, 指令, 添加命令, ActionRegistry, or extend hotspot/quest/encounter actions. Covers ActionRegistry.ts, action_editor.py, optional Game deps,..."
claude-skill.add-text-ref,skill,文本引用系统扩展清单,.cursor/skills/add-text-ref/SKILL.md,cursor_skill,2026-08-19T00:57:36,name: add-text-ref description: >- 在 GameDraft 中扩展项目级文本引用 [tag:…]：新增 resolveText 类型、玩家可见展示点、或编辑器 RichTextField 挂载。 触发词：add tag、新引用、ref、引用类型、resolveText、TagCatalog、嵌入引用、RichTextField、ref_validator。
cursor-skill.add-text-ref,skill,文本引用系统扩展清单,.cursor/skills/add-text-ref/SKILL.md,cursor_skill,2026-08-19T00:57:36,name: add-text-ref description: >- 在 GameDraft 中扩展项目级文本引用 [tag:…]：新增 resolveText 类型、玩家可见展示点、或编辑器 RichTextField 挂载。 触发词：add tag、新引用、ref、引用类型、resolveText、TagCatalog、嵌入引用、RichTextField、ref_validator。
cursor-skill.agent-docs-cli,skill,agent-docs-cli(薄壳),.cursor/skills/agent-docs-cli/SKILL.md,cursor_skill,2026-08-19T00:57:36,"name: agent-docs-cli description: >- agent_docs 公共知识库治理台 CLI 的统一入口。凡遇治理类业务——治理 agent 文档/一键治理/ 更新知识库/建库/蒸馏记忆/govern agent docs/收编方法论/炼化经验/这个坑入库/记到库里/ intake——先跑 sh scripts/py.sh agent_docs/_meta/cli.py,从中现场发现并取用权威流程文件照做。 本壳不含任何流程内容。"
cursor-skill.animation-production,skill,动画生产 — agent 入口(SOP),.cursor/skills/animation-production/SKILL.md,cursor_skill,2026-08-19T00:57:36,"name: animation-production description: 把角色各 state 的稳定化视频产出为游戏可用的精灵图集(atlas.png + anim.json),抠图/锚点/循环/2K/QA 全走已验证的确定性脚本;agent 只在质检语义裁决与异常处理时入场。"
cursor-skill.commit-push-gamedraft,skill,GameDraft 提交 / 推送（git + DVC）,.cursor/skills/commit-push-gamedraft/SKILL.md,cursor_skill,2026-08-19T00:57:36,name: commit-push-gamedraft description: >- GameDraft 的 git + DVC 提交与推送钦定流程：先核对状态、刷新 DVC 指针再 commit， 推送必须走 push-all / tools.dev push（oss2 sync-dvc-cache），禁止裸 dvc push/pull。 Use when the user asks to 提交、推送、commit、push、核对 dvc、push-all、commit-all， or when finishing work that may have touched DVC-tracked resources.
claude-skill.core-framework-architecture-review,skill,核心框架架构审查,.cursor/skills/core-framework-architecture-review/SKILL.md,cursor_skill,2026-08-19T00:57:36,"name: core-framework-architecture-review description: >- Reviews the core framework architecture of the game project by first exploring the codebase, then checking against the project's architecture design doc. Checks for coupling, over-engineering, layering violations, lifecycle issues, and data-driven violations. Us..."
cursor-skill.core-framework-architecture-review,skill,核心框架架构审查,.cursor/skills/core-framework-architecture-review/SKILL.md,cursor_skill,2026-08-19T00:57:36,"name: core-framework-architecture-review description: >- Reviews the core framework architecture of the game project by first exploring the codebase, then checking against the project's architecture design doc. Checks for coupling, over-engineering, layering violations, lifecycle issues, and data-driven violations. Us..."
claude-skill.debug-panel-extension,skill,Debug Panel Extension,.cursor/skills/debug-panel-extension/SKILL.md,cursor_skill,2026-08-19T00:57:36,"name: debug-panel-extension description: Adds features to the in-game debug panel based on user description. Use when the user asks to add debug panel functionality, 往debug面板添加功能, 添加debug功能, or similar. Implements minimal changes, runs subagent diff review, and reports for approval if changes are too large."
cursor-skill.debug-panel-extension,skill,Debug Panel Extension,.cursor/skills/debug-panel-extension/SKILL.md,cursor_skill,2026-08-19T00:57:36,"name: debug-panel-extension description: Adds features to the in-game debug panel based on user description. Use when the user asks to add debug panel functionality, 往debug面板添加功能, 添加debug功能, or similar. Implements minimal changes, runs subagent diff review, and reports for approval if changes are too large."
claude-skill.editor-tools-iteration,skill,GameDraft 编辑器工具迭代,.cursor/skills/editor-tools-iteration/SKILL.md,cursor_skill,2026-09-23T11:32:37,"name: editor-tools-iteration description: Guides safe, pattern-based iteration on GameDraft PySide editor tools (tools/editor, graph_editor, etc.). Use when the user asks to 迭代编辑器,改编辑器, 改策划工具, Action编辑器, 表单, PySide, Qt 编辑器, or any change under tools/editor or related desktop editors. Emphasizes data integrity, selecto..."
cursor-skill.editor-tools-iteration,skill,GameDraft 编辑器工具迭代,.cursor/skills/editor-tools-iteration/SKILL.md,cursor_skill,2026-09-23T11:32:37,"name: editor-tools-iteration description: Guides safe, pattern-based iteration on GameDraft PySide editor tools (tools/editor, graph_editor, etc.). Use when the user asks to 迭代编辑器,改编辑器, 改策划工具, Action编辑器, 表单, PySide, Qt 编辑器, or any change under tools/editor or related desktop editors. Emphasizes data integrity, selecto..."
claude-skill.feature-iteration,skill,Feature Iteration,.cursor/skills/feature-iteration/SKILL.md,cursor_skill,2026-08-19T00:57:36,"name: feature-iteration description: Implements non-gameplay technical iterations for this game project. Use when the user asks for 功能迭代, 重构, 架构修复, 性能优化, UI实现细化, 工具支持, or code changes that should not alter gameplay design. It checks whether the request accidentally affects gameplay, follows the architecture doc, imple..."
cursor-skill.feature-iteration,skill,Feature Iteration,.cursor/skills/feature-iteration/SKILL.md,cursor_skill,2026-08-19T00:57:36,"name: feature-iteration description: Implements non-gameplay technical iterations for this game project. Use when the user asks for 功能迭代, 重构, 架构修复, 性能优化, UI实现细化, 工具支持, or code changes that should not alter gameplay design. It checks whether the request accidentally affects gameplay, follows the architecture doc, imple..."
claude-skill.gameplay-iteration,skill,Gameplay Iteration,.cursor/skills/gameplay-iteration/SKILL.md,cursor_skill,2026-08-19T00:57:36,"name: gameplay-iteration description: Implements gameplay-facing iterations for this game project. Use when the user asks for 玩法迭代, 新玩法, 调整任务/遭遇/规矩/对话/经济/场景交互, or any change that may affect player-facing design. It first checks against the gameplay requirements doc, reports conflicts before coding, updates the gamepla..."
cursor-skill.gameplay-iteration,skill,Gameplay Iteration,.cursor/skills/gameplay-iteration/SKILL.md,cursor_skill,2026-08-19T00:57:36,"name: gameplay-iteration description: Implements gameplay-facing iterations for this game project. Use when the user asks for 玩法迭代, 新玩法, 调整任务/遭遇/规矩/对话/经济/场景交互, or any change that may affect player-facing design. It first checks against the gameplay requirements doc, reports conflicts before coding, updates the gamepla..."
claude-skill.handbook-mode,skill,文档模式（Handbook Mode）,.cursor/skills/handbook-mode/SKILL.md,cursor_skill,2026-09-09T00:15:27,"name: handbook-mode description: >- 文档模式（给制作人的手册 handbook/ 写东西时的工作流）。当用户要往手册里写、记、补、改内容—— ""记到手册""""写进文档""""文档模式""""handbook""""把这个留档""""把光照模型写下来""——时使用。 本模式是打字员 + 结构编辑：内容严格只写制作人说的，一个细节不补、一句话不扩；拿不准就问； 结构（放哪页、分几节、怎么排版）由 agent 规划并先给制作人过目。与 agent_docs 无关。"
cursor-skill.handbook-mode,skill,文档模式（Handbook Mode）,.cursor/skills/handbook-mode/SKILL.md,cursor_skill,2026-09-09T00:15:27,"name: handbook-mode description: >- 文档模式（给制作人的手册 handbook/ 写东西时的工作流）。当用户要往手册里写、记、补、改内容—— ""记到手册""""写进文档""""文档模式""""handbook""""把这个留档""""把光照模型写下来""——时使用。 本模式是打字员 + 结构编辑：内容严格只写制作人说的，一个细节不补、一句话不扩；拿不准就问； 结构（放哪页、分几节、怎么排版）由 agent 规划并先给制作人过目。与 agent_docs 无关。"
cursor-skill.interactive-architecture-html,skill,交互式 C4 架构图 HTML（与 architecture-v3 同形）,.cursor/skills/interactive-architecture-html/SKILL.md,cursor_skill,2026-08-19T00:57:36,"name: interactive-architecture-html description: Produces single-file interactive C4 container + function-chain architecture HTML matching GameDraft/tools/chronicle_sim_v3/data/architecture-v3.html (same layout, CSS classes, and JS behaviors). Use when the user asks for an interactive architecture diagram, C4 + 关键函数 H..."
cursor-skill.kill-gamedraft-residue,skill,杀 GameDraft 运行时 / 编辑器 / 工作台残留,.cursor/skills/kill-gamedraft-residue/SKILL.md,cursor_skill,2026-09-17T01:13:04,name: kill-gamedraft-residue description: 杀掉本项目(GameDraft)的游戏运行时与编辑器/工作台残留进程——vite dev server、游戏预览窗、打包版 gamedraft.exe、tools.* 编辑器/工作台/控制台/手册站/烘焙子任务。触发词：杀残留、清进程、关掉游戏和编辑器、kill residue、清理 dev server、端口被占、把游戏运行时和编辑器都关了。
cursor-skill.mainline-story-progress,skill,主线故事进度 · 核对与更新,.cursor/skills/mainline-story-progress/SKILL.md,cursor_skill,2026-09-15T01:49:44,"name: mainline-story-progress description: >- 主线故事进度文档（FindingDogStory/故事设计/主线故事进度.md）的核对与更新流程。制作人说""更新主线故事进度"" ""核对落地进度，更新这个文件""""把新落地的主线写进进度文档""""进度文档该补了""""主线故事进度.md 对一下""时使用： 按主图 flow_xungou_main 的状态顺序，从游戏里实际接了线的对话图 / 过场 / 叙事状态机 / 场景追出已落地的拍， 核对既有段落有没有被数据推翻，再用制作人的川话梗概体续写新落地的部分，既有段落一字不动。"
claude-skill.production-mode,skill,策划模式（Production Mode）,.cursor/skills/production-mode/SKILL.md,cursor_skill,2026-09-15T01:46:55,"name: production-mode description: >- 策划模式（做游戏内容时的工作流）。当用户要做内容、改数据、加任务/支线/对话/遭遇/规矩/演出/场景交互/物品/商店/档案/小游戏等，且希望""以数据为主、人类仍能用编辑器维护""时使用。 触发词：策划模式、做内容、改 json、改数据、加任务/对话/演出/遭遇/规矩、production mode、关卡/剧情制作。 本模式默认代码只读、只写 JSON；纯数据写不出来时按 L1/L2/L3 阶梯升级（L2 自动新增 command，L3 跳过并汇报）；所有写出的 JSON 必须保证编辑器能打开并往返编辑。"
cursor-skill.production-mode,skill,策划模式（Production Mode）,.cursor/skills/production-mode/SKILL.md,cursor_skill,2026-09-15T01:46:55,"name: production-mode description: >- 策划模式（做游戏内容时的工作流）。当用户要做内容、改数据、加任务/支线/对话/遭遇/规矩/演出/场景交互/物品/商店/档案/小游戏等，且希望""以数据为主、人类仍能用编辑器维护""时使用。 触发词：策划模式、做内容、改 json、改数据、加任务/对话/演出/遭遇/规矩、production mode、关卡/剧情制作。 本模式默认代码只读、只写 JSON；纯数据写不出来时按 L1/L2/L3 阶梯升级（L2 自动新增 command，L3 跳过并汇报）；所有写出的 JSON 必须保证编辑器能打开并往返编辑。"
